co2,temperature,humidity,rainfall,pyrano
592.0,24.423,100.0,0.0,0.0
592.0,24.38,100.0,0.0,0.0
592.0,24.45,100.0,0.0,0.0
592.0,24.423,100.0,0.0,0.0
592.0,24.394,100.0,0.0,0.0
592.0,24.423,100.0,0.0,0.0
592.0,24.482,100.0,0.0,0.0
592.0,24.482,100.0,0.0,0.0
592.0,24.367,100.0,0.0,0.0
592.0,24.437,100.0,0.0,0.0
592.0,24.354,100.0,0.0,0.0
592.0,24.423,100.0,0.0,0.0
592.0,24.41,100.0,0.0,0.0
592.0,24.354,100.0,0.0,0.0
592.0,24.338,100.0,0.0,0.0
592.0,24.324,100.0,0.0,0.0
592.0,24.437,100.0,0.0,0.0
592.0,24.423,100.0,0.0,0.0
592.0,24.367,100.0,0.0,0.0
592.0,24.394,100.0,0.0,0.0
592.0,24.394,100.0,0.0,0.0
